*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),錳(mg),維生素A總量(IU),視網醇當量(RE)(ug),視網醇(ug),α-胡蘿蔔素(ug),β-胡蘿蔔素(ug),維生素D總量(IU),維生素D總量(ug),維生素D2(ug),維生素D3(ug),維生素E總量(mg),α-維生素E當量(α-TE)(mg),α-生育酚(mg),β-生育酚(mg),γ-生育酚(mg),δ-生育酚(mg),維生素K1(ug),維生素K2 (MK-4)(ug),維生素K2 (MK-7)(ug),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),酪酸(4:0)(mg),己酸(6:0)(mg),辛酸(8:0)(mg),癸酸(10:0)(mg),月桂酸(12:0)(mg),十三酸(13:0)(mg),肉豆蔻酸(14:0)(mg),十五酸(15:0)(mg),棕櫚酸(16:0)(mg),十七酸(17:0)(mg),硬脂酸(18:0)(mg),十九酸(19:0)(mg),花生酸(20:0)(mg),山酸(22:0)(mg),廿四酸(24:0)(mg),脂肪酸M總量(mg),肉豆蔻烯酸(14:1)(mg),棕櫚烯酸(16:1)(mg),油酸(18:1)(mg),鱈烯酸(20:1)(mg),芥子酸(22:1)(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),十八碳四烯酸(18:4)(mg),花生油酸(20:4)(mg),廿碳五烯酸(20:5)(mg),廿二碳五烯酸(22:5)(mg),廿二碳六烯酸(22:6)(mg),其他脂肪酸(mg),P/M/S,反式脂肪(mg),水解胺基酸總量(mg),天門冬胺酸(Asp)(mg),酥胺酸(Thr)(mg),絲胺酸(Ser)(mg),麩胺酸(Glu)(mg),脯胺酸(Pro)(mg),甘胺酸(Gly)(mg),丙胺酸(Ala)(mg),胱胺酸(Cys)(mg),纈胺酸(Val)(mg),甲硫胺酸(Met)(mg),異白胺酸(Ile)(mg),白胺酸(Leu)(mg),酪胺酸(Tyr)(mg),苯丙胺酸(Phe)(mg),離胺酸(Lys)(mg),組胺酸(His)(mg),精胺酸(Arg)(mg),色胺酸(Trp)(mg),膽固醇(mg),酒精含量(g)
R0700101,加工調理食品及其他類,肉圓,"樣品狀態:未炸半成品(豬肉等),不加醬料; 前處理描述:混合均勻打碎",肉丸,,136 ,135,67.3,3.1,1.6,0.6,0.7,27.3,0.3,2.0,1.2,0.6,0.0,0.3,0.0,0.0,217,49,9,3,0.9,0.3,22,,,113,11,0,0,68,,,,,0.19 ,0.10 ,0.09 ,0.00 ,0.07 ,0.03 ,,,,0.06,0.06,0.90,0.02,0.21,0.0,0.0,563,0,0,0,1,1,0,18,0,351,5,179,0,5,2,2,671,0,31,628,13,0,363,315,26,0,13,1,4,4,19,1.00/1.85/1.55,9 ,3162 ,292 ,132 ,116 ,518 ,142 ,177 ,203 ,20 ,169 ,75 ,152 ,253 ,116 ,140 ,267 ,118 ,222 ,50 ,8 ,
R0700201,加工調理食品及其他類,清蒸蝦仁肉圓,"前處理描述:混合均勻打碎(豬肉,蝦仁等)",肉丸,,152 ,149,70.0,4.6,7.4,2.9,1.3,16.7,1.3,,,,,,,,429,58,7,10,0.7,0.5,31,,,13,4,4,0,0,,,,,0.20 ,0.18 ,0.18 ,0.00 ,0.02 ,0.00 ,,,,0.08,0.04,2.40,0.06,0.53,4.0,0.0,2870,0,0,0,7,8,0,93,0,1747,18,978,0,19,0,0,3331,0,155,3112,65,0,1197,1048,56,0,21,10,30,30,,1.00/2.78/2.40,,3280 ,371 ,168 ,158 ,139 ,170 ,213 ,237 ,52 ,186 ,85 ,167 ,302 ,132 ,167 ,314 ,129 ,290 ,0 ,17 ,
R0800101,加工調理食品及其他類,甜酒釀,"前處理描述:混合均勻打碎(糯米,水,酵母等)",,,163 ,162,59.7,5.0,0.4,0.1,0.1,34.8,0.5,33.2,33.2,0.0,,0.0,0.0,0.0,2,29,5,9,0.0,0.9,29,,,0,0,,,0,,,,,0.30 ,0.25 ,0.25 ,0.01 ,0.05 ,0.00 ,,,,0.03,0.02,0.00,0.05,,4.0,0.0,139,0,0,0,0,0,0,5,0,115,0,14,0,2,1,2,132,0,1,129,1,1,171,167,5,0,0,0,0,0,0,1.30/1.00/1.05,,3803 ,336 ,125 ,199 ,707 ,163 ,178 ,229 ,56 ,219 ,75 ,166 ,334 ,180 ,204 ,135 ,145 ,297 ,54 ,,
R0800201,加工調理食品及其他類,紫米酒釀,"前處理描述:混合均勻打碎(糯米75%,水分25%,純米精釀等)",,,155 ,153,61.6,4.2,0.4,0.1,0.2,33.6,0.8,28.6,28.6,0.0,,0.0,0.0,0.0,1,41,6,17,0.4,0.7,45,,,0,0,,,0,,,,,0.32 ,0.20 ,0.18 ,0.02 ,0.11 ,0.02 ,,,,0.07,0.04,3.67,0.09,,10.5,0.2,139,0,0,0,0,0,0,4,0,111,0,16,0,2,1,4,133,0,0,132,1,0,157,149,8,0,0,0,0,0,0,1.18/1.00/1.05,,3583 ,337 ,140 ,189 ,667 ,186 ,178 ,252 ,62 ,211 ,56 ,140 ,307 ,143 ,181 ,144 ,97 ,268 ,26 ,,
R0900101,加工調理食品及其他類,冷凍芝麻湯圓,"樣品狀態:冷凍包裝(糯米,芝麻粉等); 前處理描述:混合均勻打碎",,,352 ,351,31.8,4.8,16.3,6.6,0.4,46.7,0.9,9.7,0.7,0.0,0.0,0.5,8.6,0.0,3,45,61,30,0.8,0.8,398,,,0,0,,0,0,,,,,6.17 ,2.13 ,1.74 ,,3.67 ,0.76 ,,,,0.05,0.04,0.70,0.10,,,0.0,6628,0,0,45,36,293,0,209,0,4596,7,1262,0,85,63,33,6504,0,11,6454,38,0,3115,3039,76,0,0,0,0,0,5,1.00/2.09/2.13,69 ,4773 ,425 ,156 ,220 ,930 ,222 ,219 ,248 ,147 ,267 ,107 ,194 ,377 ,206 ,245 ,154 ,119 ,476 ,61 ,0 ,
R0900201,加工調理食品及其他類,冷凍花生湯圓,"樣品狀態:冷凍包裝(糯米,花生粉等); 前處理描述:混合均勻打碎",,0 ,350 ,349,31.8,5.2,15.6,7.3,0.3,47.1,0.6,9.8,0.3,0.0,0.0,0.0,9.6,0.0,6,55,9,23,0.7,0.7,279,,,0,0,,0,0,,,,,6.49 ,2.93 ,2.49 ,0.21 ,3.17 ,0.62 ,,,,0.04,0.04,1.10,0.05,,,1.1,7279,0,0,98,70,509,0,282,3,4843,8,1198,0,87,124,57,5707,0,10,5645,52,0,2654,2580,75,0,0,0,0,0,12,1.00/2.15/2.74,66 ,5063 ,514 ,16 ,244 ,1051 ,257 ,246 ,318 ,138 ,280 ,46 ,207 ,397 ,212 ,262 ,168 ,129 ,516 ,62 ,0 ,
R0900301,加工調理食品及其他類,冷凍豬肉湯圓,"樣品狀態:冷凍包裝(糯米,豬前腿等); 前處理描述:混合均勻打碎",,,281 ,281,44.1,6.5,12.1,5.1,0.7,36.6,0.4,1.8,0.4,0.1,0.0,0.3,1.0,0.0,210,72,6,10,0.4,0.8,351,,,7,2,2,,,,,,,0.79 ,0.29 ,0.24 ,0.03 ,0.31 ,0.21 ,,,,0.13,0.05,0.90,0.02,0.14,,,5054,0,0,0,8,174,0,211,0,3395,13,1224,0,18,6,4,5084,0,187,4826,71,0,1942,1832,99,0,5,0,4,2,86,1.00/2.62/2.60,45 ,6678 ,576 ,244 ,283 ,1236 ,316 ,330 ,458 ,141 ,367 ,149 ,287 ,538 ,283 ,329 ,362 ,195 ,512 ,72 ,14 ,
R1100101,加工調理食品及其他類,免煮飯,樣品狀態:速食白飯包; 前處理描述:混合均勻打碎,,,168 ,167,59.3,3.2,0.3,0.1,0.1,37.1,0.4,,,,,,,,16,8,3,2,0.1,0.4,34,,,0,0,,0,0,,,,,0.01 ,0.01 ,0.01 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.01,1.09,0.00,,25.0,0.0,89,0,0,0,0,0,0,3,0,71,0,13,0,1,0,0,98,0,1,97,0,0,153,146,6,0,0,0,0,0,0,1.71/1.11/1.00,,2961 ,261 ,100 ,144 ,529 ,128 ,136 ,172 ,130 ,173 ,59 ,114 ,235 ,130 ,150 ,100 ,154 ,205 ,43 ,,
R1100201,加工調理食品及其他類,埔里米粉,"前處理描述:混合均勻打碎(玉米,澱粉等)",,,358 ,355,11.1,0.5,0.5,,0.1,87.7,1.2,,,,,,,,3,4,9,4,1.3,0.2,34,,,0,0,,0,0,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,0.01,0.00,0.00,0.00,,54.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1100301,加工調理食品及其他類,細米粉,"前處理描述:混合均勻打碎(米,玉米澱粉等)",,,355 ,353,10.2,0.4,0.6,,1.7,87.2,1.0,,,,,,,,197,8,3,3,1.0,0.1,153,,,0,0,,0,0,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,0.00,0.00,0.17,0.00,,28.3,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1100401,加工調理食品及其他類,濁水米粉,前處理描述:混合均勻打碎(濁水溪生產之在來1號白米等),,,357 ,357,11.3,5.3,1.3,,1.0,81.1,0.2,,,,,,,,209,14,19,15,1.0,0.8,366,,,0,0,,0,0,,,,,0.04 ,0.02 ,0.02 ,0.00 ,0.02 ,0.00 ,,,,0.02,0.00,0.28,0.01,,45.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4715 ,364 ,158 ,225 ,1039 ,303 ,200 ,238 ,216 ,258 ,86 ,181 ,365 ,174 ,232 ,161 ,123 ,329 ,64 ,,
R1100501,加工調理食品及其他類,米粄條,"前處理描述:混合均勻打碎(在來米,修飾澱粉,地瓜粉,鹽,沙拉油等)",美濃粄條,,129 ,127,68.4,1.1,0.9,0.2,0.4,29.2,1.4,0.2,0.0,0.0,,0.2,0.0,0.0,82,3,11,3,0.3,0.1,59,,,0,0,,,0,,,,,0.33 ,0.10 ,0.07 ,0.01 ,0.26 ,0.00 ,,,,0.02,0.00,0.00,0.01,,3.8,0.0,194,0,0,0,0,0,0,1,0,146,1,36,0,3,4,2,248,0,1,239,6,1,505,463,42,0,0,0,0,0,0,2.60/1.28/1.00,,814 ,36 ,24 ,42 ,293 ,90 ,30 ,27 ,17 ,30 ,5 ,28 ,59 ,21 ,39 ,18 ,18 ,30 ,7 ,,
R1100601,加工調理食品及其他類,米苔目,前處理描述:混合均勻打碎,,,121 ,121,69.7,0.6,0.1,0.0,0.1,29.6,0.1,,,,,,,,10,5,10,4,0.4,0.1,12,,,0,0,,0,0,,,,,2.57 ,0.70 ,0.52 ,0.05 ,1.46 ,0.55 ,,,,0.01,0.01,0.05,0.00,,,0.8,13,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,9,0,0,9,0,0,29,26,3,0,0,0,0,0,0,3.32/1.00/1.45,,,,,,,,,,,,,,,,,,,,,,
R1100701,加工調理食品及其他類,粿仔條,前處理描述:混合均勻打碎,,,193 ,193,53.0,0.5,1.2,0.2,0.2,45.0,0.3,,,,,,,,15,4,19,3,0.0,0.0,12,,,0,0,,0,0,,,,,0.79 ,0.09 ,0.03 ,0.01 ,0.50 ,0.25 ,,,,0.00,0.01,0.00,0.01,,0.0,0.0,194,0,0,0,0,0,0,0,0,142,0,52,0,0,0,0,279,0,0,279,0,0,767,680,87,0,0,0,0,0,0,3.95/1.44/1.00,,337 ,27 ,11 ,17 ,53 ,0 ,15 ,15 ,67 ,16 ,10 ,10 ,20 ,14 ,15 ,13 ,16 ,18 ,0 ,,
R1300101,加工調理食品及其他類,米漿(散裝),樣品狀態:散裝; 前處理描述:混合均勻,,,62 ,60,85.1,0.6,0.5,0.1,0.1,13.7,0.7,,,,,,,,2,13,4,4,0.1,0.1,11,,,3,1,1,0,0,,,,,0.16 ,0.12 ,0.12 ,0.00 ,0.04 ,0.00 ,,,,0.00,0.00,0.30,0.03,0.06,0.0,0.0,121,0,0,0,0,0,0,1,0,90,0,15,0,5,8,3,190,0,0,187,3,0,189,188,1,0,0,0,0,0,,1.56/1.58/1.00,,,,,,,,,,,,,,,,,,,,,0 ,
R1300201,加工調理食品及其他類,保久米漿,"樣品狀態:常溫包裝(米,花生,水,砂糖等); 前處理描述:混合均質",,,62 ,61,86.0,1.0,1.5,0.3,0.2,11.3,0.7,10.0,0.0,0.0,,0.0,10.0,0.0,21,24,5,8,0.1,0.4,31,,,0,0,,0,0,,,,,1.04 ,0.85 ,0.83 ,0.01 ,0.21 ,0.00 ,,,,0.00,0.01,0.45,0.05,,9.7,0.0,334,0,0,1,0,0,0,2,0,183,1,64,0,22,44,18,575,0,0,562,12,0,548,545,3,0,0,0,0,0,0,1.64/1.72/1.00,,,,,,,,,,,,,,,,,,,,,,
R1300301,加工調理食品及其他類,糙米漿,"樣品狀態:冷藏瓶裝(糙米,花生,水,蔗糖,芝麻,鹽,食用膠等); 前處理描述:混合均勻",,,71 ,69,84.7,1.3,2.2,0.5,0.2,11.6,0.9,9.0,0.0,0.0,,0.0,9.0,0.0,20,36,4,13,0.1,0.3,24,,,0,0,,0,0,,,,,7.13 ,1.36 ,0.76 ,0.53 ,2.26 ,3.58 ,,,,0.00,0.01,0.70,0.07,,7.5,0.0,487,0,0,0,0,0,0,3,0,293,0,90,0,28,50,22,858,0,1,841,16,0,840,836,4,0,0,0,0,0,0,1.73/1.76/1.00,,,,,,,,,,,,,,,,,,,,,,
R1300401,穀物類,糙秈米漿,"樣品狀態:冷藏瓶裝(糙米,花生,水,蔗糖,鹽,食用膠等); 前處理描述:混合均勻",,,68 ,66,85.5,0.9,2.1,0.5,0.1,11.4,0.9,9.3,0.0,0.0,,0.0,9.3,0.0,28,42,6,15,0.0,0.4,24,,,0,0,,,0,,,,,8.21 ,0.76 ,0.42 ,0.02 ,1.43 ,6.34 ,,,,0.00,0.01,0.73,0.10,,9.1,0.0,516,0,0,0,1,2,0,4,0,272,2,107,0,35,67,25,850,0,2,832,16,1,771,770,2,0,0,0,0,0,0,1.49/1.65/1.00,,,,,,,,,,,,,,,,,,,,,,
R1300501,加工調理食品及其他類,糯米漿,"樣品狀態:常溫罐裝(花生,米,糖,水等); 前處理描述:混合均勻",,,51 ,51,88.1,0.8,0.8,0.2,0.1,10.2,0.1,,,,,,,,27,21,3,6,0.2,0.1,9,,,0,0,,0,0,,,,,0.23 ,0.14 ,0.13 ,0.01 ,0.08 ,0.01 ,,,,0.00,0.01,0.28,0.03,,6.3,0.6,177,0,0,0,0,0,0,0,0,97,0,32,0,13,26,9,309,0,1,302,6,0,284,283,1,0,0,0,0,0,,1.61/1.75/1.00,,,,,,,,,,,,,,,,,,,,,,
R1300601,加工調理食品及其他類,黑糯米漿,樣品狀態:常溫罐裝(黑糯米等); 前處理描述:混合均勻,,,50 ,50,87.7,0.4,0.2,0.1,0.1,11.6,0.2,,,,,,,,14,9,4,4,0.1,0.0,6,,,0,0,,0,0,,,,,0.06 ,0.03 ,0.03 ,0.00 ,0.03 ,0.00 ,,,,0.00,0.00,0.16,0.01,,2.4,,52,0,0,0,0,0,0,0,0,33,0,7,0,3,6,3,101,0,0,99,2,0,87,87,0,0,0,0,0,0,,1.66/1.93/1.00,,,,,,,,,,,,,,,,,,,,,,
R1310101,加工調理食品及其他類,米漿粉,"樣品狀態:沖泡即食(花生,糖,糯米,芝麻,胚芽等); 前處理描述:混合均勻磨碎",,,444 ,440,3.6,9.1,12.3,2.5,0.7,74.3,2.0,,,,,,,,3,165,9,66,2.6,1.4,121,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,0.03,0.03,2.53,0.12,,59.9,2.3,2513,0,0,0,0,0,0,0,0,1466,0,459,135,85,250,118,4803,0,11,4791,0,0,4964,4702,17,0,0,245,0,0,0,1.98/1.91/1.00,,7912 ,916 ,249 ,355 ,1704 ,356 ,418 ,389 ,212 ,430 ,33 ,317 ,598 ,231 ,397 ,194 ,206 ,834 ,72 ,,
R1500101,加工調理食品及其他類,燕麥奶,"樣品狀態:冷藏瓶裝(水,燕麥等); 前處理描述:混合均勻",,,44 ,42,89.9,1.0,0.8,0.2,0.1,8.1,1.1,3.8,0.0,0.0,,3.8,0.0,0.0,14,31,4,8,0.1,0.1,29,,,0,0,,,0,,,,,0.05 ,0.02 ,0.01 ,0.01 ,0.03 ,0.00 ,,,,0.04,0.01,0.29,0.01,,8.6,0.0,169,0,0,0,0,0,0,2,0,148,0,16,0,1,1,1,366,0,1,359,7,0,301,291,9,0,0,0,0,0,0,1.78/2.17/1.00,,,,,,,,,,,,,,,,,,,,,,
R1600101,加工調理食品及其他類,玉米粒罐頭,"樣品狀態:罐頭製品(甜玉米仁,水,鹽,糖等); 前處理描述:混合均勻打碎",,,90 ,83,78.3,2.3,1.4,0.3,1.0,16.9,3.6,4.6,0.9,2.4,,0.0,1.3,0.0,208,190,4,17,0.5,0.4,57,0.004 ,,48,5,,8,25,,,,,0.35 ,0.13 ,0.10 ,0.00 ,0.23 ,0.01 ,,,,0.03,0.06,1.01,0.09,,25.9,4.9,323,0,0,0,0,0,0,0,0,262,0,40,0,12,4,4,433,0,1,426,6,0,675,648,27,0,0,0,0,0,5,2.09/1.34/1.00,,2181 ,166 ,84 ,112 ,397 ,180 ,87 ,222 ,48 ,107 ,31 ,71 ,245 ,92 ,96 ,79 ,72 ,89 ,3 ,,
R1600201,加工調理食品及其他類,玉米醬罐頭,樣品狀態:罐頭製品(甜玉米.水.澱粉.鹽等); 前處理描述:混合均勻打碎,,,66 ,62,83.2,1.4,0.4,0.1,0.9,14.0,1.7,5.0,0.0,0.0,,0.0,5.0,0.0,276,92,3,12,0.8,0.3,33,,,45,5,,2,26,,,,,0.18 ,0.06 ,0.04 ,0.01 ,0.13 ,0.01 ,,,,0.02,0.03,0.71,0.08,,22.6,1.5,94,0,0,0,0,0,0,0,0,80,0,12,0,2,0,0,136,0,1,134,1,0,214,206,8,0,0,0,0,0,0,2.27/1.45/1.00,,,,,,,,,,,,,,,,,,,,,,
R1700101,加工調理食品及其他類,麵筋(未調味),前處理描述:混合均勻打碎,,,643 ,639,4.9,42.5,53.0,8.4,0.6,0.0,1.9,,,,,,,,7,11,26,20,3.1,2.2,61,,,10,3,3,0,0,,,,,21.30 ,6.40 ,4.61 ,0.78 ,13.26 ,2.67 ,,,,0.02,0.03,2.34,0.03,,35.8,0.0,8373,0,0,11,0,0,0,40,5,5871,29,2120,0,191,106,0,12286,0,24,12160,101,0,32366,28710,3655,0,0,0,0,0,0,3.87/1.47/1.00,,33092 ,1212 ,995 ,1879 ,4880 ,5733 ,1372 ,1022 ,3270 ,1505 ,611 ,1426 ,2849 ,1400 ,2106 ,567 ,798 ,1407 ,61 ,12 ,
R1700201,加工調理食品及其他類,麵腸(未調味),前處理描述:混合均勻打碎,,,138 ,137,67.5,20.6,1.9,0.4,0.4,9.7,0.6,,,,,,,,47,33,6,39,2.0,1.4,77,,,0,0,,0,0,,,,,1.47 ,0.66 ,0.48 ,0.22 ,0.69 ,0.08 ,,,,0.06,0.03,1.43,0.02,,26.1,1.0,396,0,0,0,0,8,0,0,0,370,0,18,0,0,0,0,321,0,0,321,0,0,1134,1069,65,0,0,0,0,0,0,3.54/1.00/1.23,,19828 ,627 ,496 ,893 ,7105 ,2769 ,648 ,535 ,808 ,728 ,121 ,698 ,1396 ,646 ,982 ,338 ,419 ,619 ,0 ,,
R1800101,加工調理食品及其他類,水餃皮,前處理描述:混合均勻打碎,,,264 ,261,33.0,7.8,0.5,0.0,1.8,57.0,1.5,,,,,,,,629,65,13,16,0.6,0.3,52,,,0,0,,0,0,,,,,0.08 ,0.02 ,0.01 ,0.01 ,0.07 ,0.00 ,,,,0.05,0.02,0.53,0.05,,27.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8881 ,327 ,220 ,400 ,3045 ,1050 ,287 ,259 ,751 ,328 ,66 ,287 ,593 ,194 ,391 ,169 ,169 ,237 ,110 ,,
R1800201,加工調理食品及其他類,春捲皮,前處理描述:混合均勻打碎,,,241 ,237,38.9,8.3,0.7,0.0,1.8,50.4,2.0,,,,,,,,545,75,16,20,0.7,0.4,65,,,0,0,,0,0,,,,,0.09 ,0.07 ,0.05 ,0.04 ,0.00 ,0.00 ,,,,0.09,0.02,0.58,0.00,,17.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7669 ,324 ,213 ,400 ,2965 ,1004 ,274 ,255 ,109 ,21 ,64 ,280 ,564 ,164 ,367 ,167 ,165 ,207 ,127 ,,
R1800301,加工調理食品及其他類,餛飩皮,前處理描述:混合均勻打碎,,,271 ,268,31.4,8.3,0.5,0.0,1.5,58.2,1.5,,,,,,,,501,77,15,19,0.6,0.4,61,,,0,0,,0,0,,,,,0.03 ,0.02 ,0.01 ,0.02 ,0.00 ,0.00 ,,,,0.07,0.02,0.51,0.00,,20.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8259 ,346 ,227 ,421 ,3119 ,1055 ,288 ,268 ,143 ,337 ,45 ,307 ,590 ,181 ,387 ,172 ,172 ,202 ,0 ,,
R1900101,加工調理食品及其他類,長麵線,前處理描述:混合均勻打碎,壽麵線,,310 ,306,16.4,10.7,1.1,0.3,7.5,64.3,1.9,3.7,1.8,0.0,,1.9,0.0,0.0,2874,87,15,27,1.0,0.5,92,0.010 ,,0,0,,0,0,,,,,0.31 ,0.07 ,0.03 ,0.03 ,0.25 ,0.00 ,,,,0.07,0.02,1.06,0.07,,22.7,0.0,293,0,0,0,0,0,0,0,0,274,0,15,0,2,0,2,155,0,0,152,3,0,623,596,26,0,0,0,2,0,2,4.02/1.00/1.89,,11011 ,420 ,281 ,499 ,3848 ,1487 ,382 ,322 ,332 ,432 ,113 ,370 ,751 ,318 ,528 ,203 ,221 ,389 ,113 ,,
R1900201,加工調理食品及其他類,紅麵線,"前處理描述:混合均勻打碎(麵粉,鹽等)",,,307 ,303,17.3,11.3,1.4,0.3,7.7,62.3,2.1,,,,,,,,2813,121,19,40,1.7,1.1,170,,,0,0,,0,0,,,,,0.25 ,0.10 ,0.06 ,0.04 ,0.15 ,0.00 ,,,,0.06,0.03,1.37,0.09,,29.4,0.0,305,0,0,0,0,0,0,0,0,284,0,21,0,0,0,0,293,0,0,293,0,0,812,769,43,0,0,0,0,0,0,2.77/1.00/1.04,,12147 ,445 ,299 ,523 ,4092 ,1370 ,402 ,337 ,1142 ,443 ,126 ,392 ,781 ,344 ,548 ,174 ,235 ,361 ,134 ,,
R1900301,加工調理食品及其他類,麵線,"前處理描述:混合均勻打碎(麵粉,鹽,水,澱粉等)",,,350 ,345,12.0,11.7,1.5,0.4,2.4,72.4,2.5,2.2,0.1,0.0,,1.9,0.2,0.0,752,98,17,27,1.0,0.7,89,,,0,0,,,0,,,,,0.27 ,0.08 ,0.05 ,0.03 ,0.18 ,0.00 ,,,,0.09,0.02,0.98,0.04,,17.0,0.0,433,0,0,0,0,0,0,2,2,391,2,26,0,2,4,4,217,0,0,207,7,4,842,803,38,0,0,0,0,0,3,3.87/1.00/1.99,,12166 ,480 ,327 ,575 ,4429 ,1422 ,442 ,361 ,204 ,449 ,135 ,424 ,884 ,364 ,601 ,246 ,245 ,435 ,141 ,,
R1900401,加工調理食品及其他類,雞絲麵,樣品狀態:不含調味包; 前處理描述:混合均勻打碎,,,463 ,461,6.3,9.4,22.8,7.2,6.5,55.0,1.2,,,,,,,,2450,78,14,23,1.3,1.4,136,,,0,0,0,0,0,,,,,3.63 ,0.91 ,0.56 ,0.31 ,1.68 ,1.09 ,,,,0.06,0.02,3.83,0.07,,34.4,1.0,7172,0,7,11,29,0,0,136,0,5686,28,1130,0,80,53,10,7544,0,75,7469,0,0,8128,7512,617,0,0,0,0,0,0,1.13/1.05/1.00,,10066 ,369 ,252 ,438 ,3583 ,1288 ,343 ,285 ,315 ,403 ,136 ,350 ,678 ,311 ,498 ,141 ,221 ,361 ,95 ,5 ,
R2000101,加工調理食品及其他類,乾麵條,"樣品狀態:乾麵條(麵粉,鹽,水,食用澱粉等); 前處理描述:混合均勻打碎",,,350 ,347,13.1,11.6,1.5,0.4,1.3,72.5,1.6,2.4,0.2,0.1,,2.0,0.2,0.0,362,105,18,30,0.7,0.8,91,,,0,0,,,0,,,,,0.26 ,0.08 ,0.04 ,0.05 ,0.14 ,0.03 ,,,,0.11,0.03,1.17,0.04,,83.7,0.0,439,0,0,0,0,0,0,4,0,395,0,32,0,0,5,4,232,0,0,221,7,4,807,770,37,0,0,0,0,0,0,3.48/1.00/1.89,,11577 ,468 ,316 ,552 ,4097 ,1463 ,416 ,348 ,189 ,457 ,132 ,403 ,823 ,334 ,571 ,243 ,259 ,439 ,67 ,,
R2000201,加工調理食品及其他類,油麵條,"樣品狀態:乾麵條(麵粉,鹽,水,純鹼,色素等); 前處理描述:混合均勻打碎",油麵,,361 ,359,9.0,11.4,1.2,0.4,2.1,76.3,1.1,1.6,0.2,0.0,,1.3,0.0,0.0,712,91,16,22,0.8,0.7,83,,,47,5,,0,28,,,,,0.27 ,0.08 ,0.05 ,0.02 ,0.20 ,0.00 ,,,,0.07,0.02,0.66,0.05,,15.2,0.0,362,0,0,0,0,0,0,3,0,328,0,22,0,2,4,3,172,0,0,167,5,0,672,642,30,0,0,0,0,0,0,3.91/1.00/2.11,,10773 ,480 ,325 ,327 ,2519 ,1507 ,440 ,373 ,924 ,479 ,135 ,447 ,890 ,351 ,589 ,247 ,258 ,412 ,70 ,,
R2000301,加工調理食品及其他類,紅蘿蔔麵,"樣品狀態:乾麵條(小麥粉,紅蘿蔔,澱粉等); 前處理描述:混合均勻打碎",,,352 ,347,12.0,12.1,1.0,0.2,1.2,73.8,2.5,,,,,,,,368,123,5,29,1.1,0.7,117,,,68,7,,16,33,,,,,2.65 ,2.30 ,2.27 ,0.00 ,0.28 ,0.10 ,,,,0.12,0.02,1.08,0.09,,33.9,8.1,216,0,0,0,0,0,0,0,0,196,0,12,0,7,0,0,159,0,0,159,0,0,595,566,29,0,0,0,0,0,0,3.75/1.00/1.36,,13241 ,509 ,343 ,608 ,4667 ,1677 ,442 ,389 ,426 ,523 ,139 ,461 ,948 ,353 ,681 ,260 ,258 ,446 ,110 ,,
